Date,Open,High,Low,Close,Adj Close,Volume
2000-02-25,14.007567405700684,14.221967697143555,13.6978759765625,14.055212020874023,6.818962574005127,1366099
2000-02-28,14.198145866394043,14.436369895935059,13.84080982208252,14.150501251220703,6.865192413330078,1779051
2000-02-29,13.816987991333008,14.650771141052246,13.816987991333008,14.531659126281738,7.050111293792725,2259954
2000-03-01,14.579303741455078,14.746061325073242,14.102855682373047,14.746061325073242,7.15413236618042,1948797
2000-03-02,14.650771141052246,14.841349601745605,14.2457914352417,14.507837295532227,7.038556098937988,2347844
2000-03-03,14.579303741455078,14.579303741455078,14.269613265991211,14.531659126281738,7.050111293792725,2870199
2000-03-06,14.507837295532227,14.674593925476074,14.269613265991211,14.674593925476074,7.11945915222168,1397057
2000-03-07,14.769883155822754,15.460733413696289,14.579303741455078,15.436909675598145,7.4892988204956055,3291808
2000-03-08,15.341621398925781,15.698957443237305,14.936639785766602,15.413087844848633,7.477739334106445,2580555
2000-03-09,15.4845552444458,15.53219985961914,14.960461616516113,15.341621398925781,7.443070411682129,1437198
2000-03-10,15.436909675598145,15.722779273986816,15.103397369384766,15.151041984558105,7.350608825683594,2117755
2000-03-13,15.05575180053711,15.413087844848633,14.984285354614258,15.031929969787598,7.292820930480957,1715298
2000-03-14,15.031929969787598,15.031929969787598,14.41254711151123,15.031929969787598,7.292820930480957,2528346
2000-03-15,15.151041984558105,15.246331214904785,14.579303741455078,15.246331214904785,7.396840572357178,2453312
2000-03-16,16.19922637939453,16.69949722290039,15.841891288757324,16.437450408935547,7.974715232849121,5167669
2000-03-17,16.389806747436523,16.532739639282227,15.651311874389648,15.794245719909668,7.66266393661499,2753712
2000-03-20,15.889535903930664,15.93718147277832,15.508377075195312,15.841891288757324,7.685779094696045,2147140
2000-03-21,16.008647918701172,16.580385208129883,15.961003303527832,16.580385208129883,8.044062614440918,2259691
2000-03-22,16.580385208129883,16.747142791748047,16.10393714904785,16.22304916381836,7.870696067810059,2838191
2000-03-23,16.31833839416504,16.389806747436523,16.19922637939453,16.246871948242188,7.882257461547852,1461335
2000-03-24,16.723318099975586,16.8186092376709,16.31833839416504,16.365983963012695,7.940049171447754,1903409
2000-03-27,16.29451560974121,16.532739639282227,15.794245719909668,16.389806747436523,7.951601982116699,2046394
2000-03-28,16.29451560974121,16.60420799255371,16.29451560974121,16.437450408935547,7.974715232849121,2024094
2000-03-29,16.389806747436523,17.056833267211914,16.365983963012695,16.937721252441406,8.217424392700195,1986314
2000-03-30,16.9615421295166,17.55710220336914,16.913898468017578,17.39034652709961,8.437016487121582,1988150
2000-03-31,17.36652374267578,17.96208381652832,17.247411727905273,17.628570556640625,8.552595138549805,2379851
2000-04-03,17.5809268951416,17.914438247680664,17.55710220336914,17.723859786987305,8.59882640838623,1769344
2000-04-04,17.628570556640625,17.938262939453125,17.342702865600586,17.5809268951416,8.529478073120117,2629092
2000-04-05,17.48563575744629,17.723859786987305,17.342702865600586,17.39034652709961,8.437016487121582,1474453
2000-04-06,17.414169311523438,17.842971801757812,17.36652374267578,17.747682571411133,8.610381126403809,1252236
2000-04-07,17.842971801757812,17.842971801757812,17.437990188598633,17.55710220336914,8.517921447753906,1292901
2000-04-10,17.533281326293945,17.604747772216797,17.36652374267578,17.414169311523438,8.448577880859375,1649446
2000-04-11,17.414169311523438,17.96208381652832,17.36652374267578,17.86679458618164,8.668168067932129,1380004
2000-04-12,18.009729385375977,18.581466674804688,18.009729385375977,18.271774291992188,8.864648818969727,1662039
2000-04-13,18.247953414916992,18.676755905151367,18.105018615722656,18.295597076416016,8.876203536987305,2031964
2000-04-14,18.295597076416016,18.65293312072754,18.176485061645508,18.65293312072754,9.049575805664062,1771443
2000-04-17,18.581466674804688,18.581466674804688,17.819150924682617,17.938262939453125,8.702847480773926,3404885
2000-04-18,17.914438247680664,18.15266227722168,17.819150924682617,17.89061737060547,8.679729461669922,2900632
2000-04-19,17.89061737060547,18.343242645263672,17.89061737060547,18.176485061645508,8.818416595458984,1699819
2000-04-20,18.081195831298828,18.15266227722168,17.914438247680664,18.128841400146484,8.795307159423828,1246201
2000-04-24,18.224130630493164,18.676755905151367,18.200307846069336,18.676755905151367,9.061135292053223,1500164
