,Date,DIS,BKNG,STZ,COP,SPGI,JNJ,IEX,FMC,XEL,^GSPC
32,2000-04-11,32.88362503051758,390.375,5.721038341522217,8.668168067932129,14.53863525390625,21.6871337890625,8.43228530883789,5.46155309677124,8.083186149597168,1500.5899658203125
33,2000-04-12,30.997652053833008,360.75,6.094456672668457,8.864648818969727,14.84621810913086,21.34069061279297,8.53056812286377,5.5893754959106445,7.936662673950195,1467.1700439453125
34,2000-04-13,30.36899948120117,372.75,5.904223918914795,8.876203536987305,14.087507247924805,21.132822036743164,8.574828147888184,5.47317361831665,8.229706764221191,1440.510009765625
35,2000-04-14,30.078845977783203,351.28125,5.55898904800415,9.049575805664062,14.128512382507324,20.318687438964844,8.594578742980957,5.322110652923584,8.058762550354004,1356.56005859375
36,2000-04-17,29.98213195800781,312.375,5.735129356384277,8.702847480773926,14.02598762512207,21.479267120361328,8.81191635131836,5.275626659393311,7.936662673950195,1401.43994140625
37,2000-04-18,30.562427520751957,384.0,5.847858428955078,8.679729461669922,16.035552978515625,22.587875366210938,9.246586799621582,5.484795093536377,7.912239074707031,1441.6099853515625
38,2000-04-19,31.67466354370117,390.375,5.699902057647705,8.818416595458984,16.343149185180664,22.79574012756348,9.48367691040039,5.391830921173096,7.790135860443115,1427.469970703125
39,2000-04-20,32.690185546875,407.25,5.706945896148682,8.795307159423828,16.240619659423828,22.622520446777344,9.088523864746094,5.362780570983887,7.985503196716309,1434.5400390625
40,2000-04-24,31.142732620239254,370.5,5.678764343261719,9.061135292053224,17.019845962524414,23.246116638183597,9.009493827819824,5.386021614074707,8.302966117858887,1429.8599853515625
41,2000-04-25,31.336153030395508,387.375,5.685810565948486,9.153589248657228,17.840072631835938,23.36736488342285,9.661498069763184,5.356969833374023,8.547172546386719,1477.43994140625
42,2000-04-26,32.78690719604492,383.25,5.622400283813477,9.153589248657228,18.04513931274414,22.934314727783203,9.48367691040039,5.3744001388549805,8.693696022033691,1460.989990234375
43,2000-04-27,32.20660781860352,389.625,5.530806064605713,9.112164497375488,17.67603302001953,23.003610610961918,9.799799919128418,5.420884132385254,8.620436668395996,1464.9200439453125
44,2000-04-28,33.75407409667969,379.5,5.678764343261719,8.83285903930664,17.224895477294922,22.865028381347656,9.878828048706056,5.409261226654053,8.522750854492188,1452.4300537109375
45,2000-05-01,32.49674987792969,381.375,5.699902057647705,9.019062995910645,17.040346145629883,22.9169921875,10.273983001708984,5.438313961029053,8.644853591918945,1468.25
46,2000-05-02,33.27049255371094,357.0,5.692854881286621,9.007421493530272,17.040346145629883,23.33272933959961,10.056649208068848,5.502225875854492,8.620436668395996,1446.2900390625
47,2000-05-03,31.91645812988281,348.09375,5.826724052429199,8.984148025512695,16.855791091918945,23.07288360595703,9.78004264831543,5.42669153213501,8.693696022033691,1415.0999755859375
48,2000-05-04,30.707502365112305,347.625,5.861950397491455,9.100519180297852,17.019845962524414,23.020931243896484,9.839312553405762,5.327919006347656,8.766956329345703,1409.5699462890625
49,2000-05-05,30.61078453063965,344.625,5.721038341522217,9.158710479736328,17.122364044189453,23.28075790405273,10.115921974182127,5.407809734344482,8.571596145629883,1432.6300048828125
50,2000-05-08,31.3845157623291,329.25,5.798539161682129,9.205262184143066,16.753265380859375,24.32007598876953,10.09616470336914,5.502225875854492,8.571596145629883,1424.1700439453125
51,2000-05-09,31.52959632873535,317.625,5.939451217651367,9.193621635437012,16.630224227905273,24.112213134765625,10.175196647644045,5.484795093536377,8.596014976501465,1412.1400146484375
52,2000-05-10,31.771385192871094,309.375,5.76331090927124,9.193621635437012,16.568710327148438,23.69649124145508,9.938104629516602,5.420884132385254,8.718118667602539,1383.050048828125
53,2000-05-11,31.81974601745605,297.0,6.031044960021973,9.391460418701172,16.50719451904297,23.85238265991211,10.19494915008545,5.403453350067139,8.84022045135498,1407.81005859375
54,2000-05-12,31.57794761657715,298.125,6.016953468322754,9.333273887634276,16.701995849609375,23.69649124145508,10.19494915008545,5.542896747589111,8.766956329345703,1420.9599609375
55,2000-05-15,31.57794761657715,302.625,6.016953468322754,9.43800926208496,16.73276138305664,23.90434837341309,10.19494915008545,5.69395923614502,8.864639282226562,1452.3599853515625
56,2000-05-16,32.64182662963867,324.375,6.059226989746094,9.554381370544434,16.609724044799805,24.19881820678711,10.175196647644045,5.845021724700928,8.766956329345703,1466.0400390625
57,2000-05-17,32.690185546875,304.125,5.826724052429199,9.71731185913086,16.4866943359375,24.129535675048828,10.155436515808104,5.926368713378906,8.620436668395996,1447.800048828125
58,2000-05-18,31.86810111999512,282.375,5.777403354644775,9.891870498657228,16.73276138305664,24.527936935424805,10.115921974182127,5.856645584106445,8.79137897491455,1437.2099609375
59,2000-05-19,31.771385192871094,268.5,5.854905605316162,9.903509140014648,16.4456729888916,24.68648910522461,9.878828048706056,5.850835800170898,8.718118667602539,1406.949951171875
60,2000-05-22,31.62630653381348,266.625,5.967633247375488,10.136259078979492,16.240619659423828,24.164939880371094,10.19494915008545,5.967038631439209,9.011162757873535,1400.719970703125
61,2000-05-23,30.997652053833008,243.0,5.981725215911865,10.078069686889648,16.343149185180664,24.19970703125,10.19494915008545,6.025139331817627,9.035582542419434,1373.8599853515625
62,2000-05-24,30.417346954345703,219.0,6.0733184814453125,10.147899627685549,16.626644134521484,25.01680374145508,10.66913890838623,6.135533332824707,9.255367279052734,1399.050048828125
63,2000-05-25,30.804218292236328,217.5,5.918313980102539,10.159533500671388,16.81207275390625,24.84296226501465,10.333256721496582,6.025139331817627,8.693696022033691,1381.52001953125
64,2000-05-26,30.85258674621582,216.75,5.84081506729126,9.984972953796388,16.99749755859375,24.51264953613281,10.353013038635254,5.862455368041992,8.815801620483398,1378.02001953125
65,2000-05-30,32.400047302246094,235.5,5.833768367767334,10.264273643493652,17.28594398498535,24.738637924194336,10.412286758422852,5.64747953414917,8.693696022033691,1422.449951171875
66,2000-05-31,32.64182662963867,228.75,5.904223918914795,10.65994358062744,16.956287384033203,24.89512062072754,10.55059051513672,5.64747953414917,8.644853591918945,1420.5999755859375
67,2000-06-01,32.30332946777344,251.625,5.932405948638916,10.613398551940918,16.956287384033203,24.390945434570312,10.787683486938477,5.746252059936523,8.522750854492188,1448.81005859375
68,2000-06-02,31.28780174255371,279.0,5.79149341583252,10.171170234680176,17.28594398498535,23.3652400970459,10.846956253051758,5.734630584716797,8.376230239868164,1477.260009765625
69,2000-06-05,31.432884216308597,294.0,5.735129356384277,10.08970546722412,17.28594398498535,23.3652400970459,10.708654403686523,5.566136837005615,8.205284118652344,1467.6300048828125
70,2000-06-06,31.62630653381348,264.375,5.861950397491455,10.252633094787598,16.97689437866211,23.400012969970703,10.629623413085938,5.653287410736084,8.205284118652344,1457.8399658203125
71,2000-06-07,31.094379425048828,270.0,5.974679470062256,10.229360580444336,17.10051918029785,23.2783145904541,10.59010887145996,5.508034706115723,8.327385902404785,1471.3599853515625
72,2000-06-08,31.28780174255371,273.375,6.031044960021973,10.147899627685549,17.18292236328125,23.60862922668457,10.59010887145996,5.653287410736084,8.229706764221191,1461.6700439453125
73,2000-06-09,32.15825653076172,270.75,6.171957492828369,10.136259078979492,17.512575149536133,23.95631217956543,10.570347785949709,5.833404064178467,8.376230239868164,1456.949951171875
74,2000-06-12,31.50541114807129,252.0,6.122636795043945,10.351551055908203,17.327144622802734,23.582550048828125,10.19494915008545,5.845021724700928,8.412859916687012,1446.0
75,2000-06-13,31.094379425048828,261.0,6.0733184814453125,10.450469970703123,17.656795501708984,24.477867126464844,10.471565246582031,5.804351806640625,8.473909378051758,1469.43994140625
76,2000-06-14,31.52959632873535,259.125,6.059226989746094,10.415555953979492,18.04824447631836,24.964643478393555,10.353013038635254,5.856645584106445,8.327385902404785,1470.5400390625
77,2000-06-15,32.49674987792969,256.5,6.171957492828369,10.229360580444336,18.04824447631836,25.208032608032227,10.53083324432373,5.723011493682861,8.498332977294922,1478.72998046875
78,2000-06-16,31.86810111999512,259.125,6.157864570617676,10.584300994873049,17.801013946533203,24.912500381469727,10.39253044128418,5.725914001464844,8.400650978088379,1464.4599609375
79,2000-06-19,32.448394775390625,267.375,6.1367292404174805,10.194443702697754,17.94524383544922,25.08633041381836,10.491314888000488,5.542896747589111,8.449493408203125,1486.0
80,2000-06-20,32.30332946777344,279.0,5.953543186187744,10.136259078979492,18.996002197265625,24.63433265686035,10.372770309448242,5.525467872619629,8.302966117858887,1475.949951171875
81,2000-06-21,32.30332946777344,270.0,6.087409973144531,10.275911331176758,18.625144958496094,24.999420166015625,10.39253044128418,5.618428707122803,8.205284118652344,1479.1300048828125
82,2000-06-22,32.109893798828125,271.875,6.066274166107178,10.08970546722412,19.51107788085937,24.63433265686035,10.21471118927002,5.56032657623291,8.083186149597168,1452.1800537109375
83,2000-06-23,30.659143447875977,250.875,5.854905605316162,10.147899627685549,19.366844177246094,24.964643478393555,9.938104629516602,5.496415615081787,8.205284118652344,1441.47998046875
84,2000-06-26,31.336153030395508,228.0,5.777403354644775,10.08970546722412,18.31609535217285,26.564064025878903,10.21471118927002,5.420884132385254,8.302966117858887,1455.31005859375
85,2000-06-27,30.94928932189941,240.0,5.629445552825928,9.950063705444336,18.85177230834961,27.242061614990234,10.19494915008545,5.571947574615479,7.936662673950195,1450.550048828125
86,2000-06-28,30.296459197998047,241.125,5.79149341583252,9.784219741821287,19.279281616210938,27.281185150146484,10.53083324432373,5.535634517669678,8.186973571777344,1454.8199462890625
87,2000-06-29,30.562427520751957,220.875,5.6646728515625,9.705671310424805,18.872371673583984,27.415903091430664,10.353013038635254,5.46155309677124,8.009926795959473,1442.3900146484375
88,2000-06-30,30.030488967895508,227.90625,5.6875715255737305,9.43800926208496,17.801013946533203,28.33730125427246,9.97267723083496,5.396191596984863,7.887819290161133,1454.5999755859375
89,2000-07-03,29.837045669555664,240.0,5.833768367767334,9.49619960784912,17.965839385986328,28.111312866210938,10.21471118927002,5.659099102020264,8.009926795959473,1469.5400390625
90,2000-07-05,29.450193405151367,222.75,5.805585861206055,8.79794979095459,17.986454010009766,28.09391593933105,10.21471118927002,5.423787593841553,7.936662673950195,1446.22998046875
91,2000-07-06,29.01496315002441,228.375,5.87604284286499,9.333273887634276,18.06885528564453,27.72884750366211,10.432048797607422,5.467364311218262,8.132025718688965,1456.6700439453125
92,2000-07-07,29.401830673217773,225.375,6.009909152984619,9.43800926208496,18.460315704345703,27.74622344970703,10.432048797607422,5.490604877471924,8.205284118652344,1478.9000244140625
93,2000-07-10,29.256755828857425,223.5,5.883088111877441,9.461284637451172,18.56333351135254,27.86791610717773,10.333256721496582,5.537084579467773,8.302966117858887,1475.6199951171875
94,2000-07-11,27.85435676574707,195.0,5.784449100494385,9.894783020019531,18.50151824951172,27.86791610717773,10.39253044128418,5.723011493682861,8.449288368225098,1480.8800048828125
95,2000-07-12,27.90272521972656,213.75,5.756266117095947,9.71731185913086,18.50151824951172,27.276836395263672,10.55059051513672,5.682340621948242,8.349886894226074,1492.9200439453125
96,2000-07-13,28.72481346130371,230.625,5.79149341583252,9.519472122192385,19.18141746520996,26.494518280029297,10.575193405151367,5.682340621948242,8.349886894226074,1495.8399658203125
97,2000-07-14,28.966609954833984,236.625,5.657628536224365,9.542747497558594,19.49046516418457,25.53835105895996,10.535508155822754,5.618428707122803,8.275333404541016,1509.97998046875
98,2000-07-17,28.28958320617676,237.375,5.74217414855957,9.49619960784912,19.119604110717773,26.24243927001953,10.456149101257324,5.62133264541626,8.262909889221191,1510.489990234375
99,2000-07-18,27.660932540893555,232.5,5.833768367767334,9.542747497558594,19.40806007385254,26.42497062683105,10.694236755371094,5.63585901260376,8.200784683227539,1493.739990234375
100,2000-07-19,28.62809181213379,238.5,5.784449100494385,9.60093879699707,19.2844352722168,25.920801162719727,10.475993156433104,5.46155309677124,8.623245239257812,1481.9599609375
101,2000-07-20,29.88541603088379,243.375,5.735129356384277,9.519472122192385,19.346240997314453,25.555727005004883,10.515669822692873,5.484795093536377,8.772354125976562,1495.5699462890625
102,2000-07-21,28.966609954833984,240.375,5.502623558044434,9.286718368530272,19.22262382507324,25.660043716430664,10.396623611450195,5.438313961029053,8.697799682617188,1480.18994140625
103,2000-07-24,28.33794403076172,186.75,5.460349082946777,8.914321899414062,19.44925880432129,26.272857666015625,10.376779556274414,5.484795093536377,8.623245239257812,1464.2900390625
104,2000-07-25,29.01496315002441,187.5,5.54489803314209,8.960870742797852,19.32564353942871,26.00773811340332,10.456149101257324,5.64747953414917,8.772354125976562,1474.469970703125
105,2000-07-26,29.450193405151367,171.75,5.5167155265808105,8.891046524047852,19.55227279663086,25.10372734069824,10.475993156433104,5.62423849105835,8.722652435302734,1452.4200439453125
106,2000-07-27,29.401830673217773,154.875,5.4885334968566895,9.236112594604492,20.273380279541016,25.551393508911133,10.376779556274414,5.763681888580322,8.871752738952637,1449.6199951171875
107,2000-07-28,29.30511283874512,147.0,5.382848739624023,9.353321075439451,20.0467472076416,26.05118751525879,10.33710765838623,5.69395923614502,8.772354125976562,1419.8900146484375
108,2000-07-31,29.837045669555664,141.75,5.566033363342285,9.526209831237791,19.593486785888672,25.88604736328125,10.475993156433104,5.600998878479004,8.772354125976562,1430.8299560546875
109,2000-08-01,30.562427520751957,149.625,5.537851333618164,9.470528602600098,19.55227279663086,26.372827529907227,10.475993156433104,5.64747953414917,9.070563316345217,1438.0999755859375
110,2000-08-02,31.04600715637207,148.875,5.509668827056885,9.798717498779297,19.63468742370605,26.842212677001957,10.33710765838623,5.519656658172607,9.34392261505127,1438.699951171875
111,2000-08-03,32.88362503051758,145.875,5.622400283813477,9.974533081054688,19.55227279663086,26.981294631958008,10.277582168579102,5.6649088859558105,9.56757640838623,1452.56005859375
112,2000-08-04,32.835262298583984,145.5,5.566033363342285,9.904208183288574,19.593486785888672,26.859596252441406,10.19821548461914,5.792733192443848,9.642136573791504,1462.9300537109375
113,2000-08-07,31.771385192871094,165.0,5.4814863204956055,10.01262378692627,19.73771095275879,26.942174911499023,10.277582168579102,5.891505241394043,9.847153663635254,1479.3199462890625
114,2000-08-08,32.01316833496094,168.0,5.467396259307861,10.10346221923828,19.40806007385254,26.890010833740234,10.257740020751951,5.943797588348389,10.139152526855469,1482.800048828125
115,2000-08-09,31.48122787475586,153.75,5.509668827056885,10.208955764770508,18.975387573242188,26.372827529907227,10.257740020751951,5.937985897064209,10.114297866821287,1472.8699951171875
116,2000-08-10,31.336153030395508,142.5,5.326483726501465,10.411140441894531,18.78996086120605,27.094287872314453,10.356941223144531,5.955419063568115,10.269619941711426,1460.25
117,2000-08-11,31.432884216308597,144.0,5.129207134246826,10.232389450073242,19.22262382507324,27.215991973876957,10.416463851928713,6.126819133758545,10.443571090698242,1471.8399658203125
118,2000-08-14,31.67466354370117,147.375,5.164434909820557,10.466814041137695,19.61408233642578,27.068208694458008,10.475993156433104,6.083239555358887,10.487061500549316,1491.56005859375
119,2000-08-15,31.336153030395508,152.25,5.467396259307861,10.64262580871582,19.53166961669922,26.729211807250977,10.33710765838623,6.100673675537109,10.586463928222656,1484.4300537109375
120,2000-08-16,30.85258674621582,150.75,5.439212799072266,10.830159187316896,19.55227279663086,27.215991973876957,10.356941223144531,6.141343593597412,10.586463928222656,1479.8499755859375
121,2000-08-17,31.094379425048828,151.5,5.474441051483154,11.20523452758789,19.30503273010254,26.981294631958008,10.257740020751951,6.245926856994629,10.412508010864258,1496.0699462890625
122,2000-08-18,30.27228164672852,158.625,5.460349082946777,10.970807075500488,19.22262382507324,26.90925025939941,10.317261695861816,6.152965068817139,10.437362670898438,1491.719970703125
123,2000-08-21,29.740333557128903,153.0,5.530806064605713,11.052865982055664,19.30503273010254,27.070600509643555,10.237893104553224,6.123912811279297,10.525965690612791,1499.47998046875
124,2000-08-22,29.35346221923828,148.5,5.523760795593262,11.216952323913574,19.53166961669922,27.279895782470703,10.059326171875,6.193634986877441,10.600974082946776,1498.1300048828125
125,2000-08-23,28.966609954833984,152.625,5.594217300415039,11.674070358276367,19.696489334106445,27.05315971374512,10.019648551940918,6.199442863464356,10.400957107543944,1505.969970703125
126,2000-08-24,29.30511283874512,162.75,5.770358562469482,11.416207313537598,19.79495429992676,26.861278533935547,9.860918998718262,6.32145881652832,10.150935173034668,1508.31005859375
127,2000-08-25,29.4985408782959,159.0,5.946496486663818,11.568580627441406,19.83631896972656,26.6345329284668,9.940285682678224,6.292407989501953,10.025918960571287,1506.449951171875
128,2000-08-28,29.450193405151367,160.125,5.819676399230957,11.498252868652344,20.49821662902832,26.442670822143555,9.761720657348633,6.356318473815918,9.825900077819824,1514.0899658203125
129,2000-08-29,29.740333557128903,165.0,6.066274166107178,11.50997543334961,20.35343170166016,25.954275131225582,9.62282943725586,6.298216819763184,9.775897979736328,1509.8399658203125
130,2000-08-30,29.69198036193848,166.5,6.045135974884033,11.389842987060549,20.932592391967773,25.46588706970215,9.62282943725586,6.28659725189209,9.900909423828123,1502.5899658203125
131,2000-08-31,30.1392879486084,163.125,6.0733184814453125,11.600818634033203,20.503389358520508,25.662118911743164,9.64267349243164,6.304025173187256,10.032171249389648,1517.6800537109375
132,2000-09-01,30.17556381225586,155.625,6.002862930297852,11.80300521850586,20.415491104125977,25.849618911743164,9.52362060546875,6.344699382781982,10.150935173034668,1520.77001953125
133,2000-09-05,29.88541603088379,173.625,5.939451217651367,11.861605644226074,20.16726875305176,26.024049758911133,9.62282943725586,6.449283599853516,9.97591495513916,1507.0799560546875
134,2000-09-06,30.94928932189941,165.0,5.932405948638916,11.920209884643556,19.753589630126957,26.024049758911133,9.602989196777344,6.594536304473877,10.300947189331056,1492.25
135,2000-09-07,32.109893798828125,155.625,6.059226989746094,11.76783847808838,19.981115341186523,26.07638359069824,9.64267349243164,6.635204315185547,10.300947189331056,1502.510009765625
136,2000-09-08,31.142732620239254,154.5,6.016953468322754,11.61546516418457,19.981115341186523,26.36417579650879,9.662514686584473,6.55967378616333,10.413457870483398,1494.5
137,2000-09-11,30.90093421936035,159.0,6.002862930297852,11.885046005249023,21.0360050201416,26.51679801940918,9.44426155090332,6.591630458831787,10.657228469848633,1489.260009765625
138,2000-09-12,29.88541603088379,165.0,5.967633247375488,12.131185531616213,21.09806632995605,26.965940475463867,9.682353019714355,6.635204315185547,10.700979232788086,1481.989990234375
139,2000-09-13,30.94928932189941,167.625,6.150819778442383,12.142901420593262,20.932592391967773,27.245027542114254,9.741876602172852,6.548054218292236,10.625978469848633,1484.9100341796875
140,2000-09-14,30.465707778930664,162.0,6.080364227294922,12.142901420593262,21.0360050201416,26.77407455444336,9.662514686584473,6.449283599853516,10.625978469848633,1480.8699951171875
141,2000-09-15,30.32063865661621,156.75,6.045135974884033,12.447653770446776,21.6358585357666,26.512439727783203,9.44426155090332,6.222683429718018,10.657228469848633,1465.81005859375
142,2000-09-18,29.740333557128903,153.0,5.939451217651367,12.494536399841309,22.21502685546875,25.7100830078125,9.22601318359375,6.013519287109375,10.46971321105957,1444.510009765625
143,2000-09-19,29.64361572265625,150.75,6.115591526031494,12.213231086730955,21.65654945373535,25.622882843017575,9.126809120178224,5.984466075897217,10.482213973999023,1459.9000244140625
144,2000-09-20,28.77317237854004,140.625,6.18604850769043,12.471101760864258,21.387657165527344,25.41792106628418,9.146649360656738,5.99027681350708,10.400957107543944,1451.3399658203125
145,2000-09-21,28.72481346130371,129.375,6.214231014251709,11.943653106689451,21.32559967041016,26.30312156677246,8.868876457214355,6.083239555358887,10.3509521484375,1449.050048828125
146,2000-09-22,28.966609954833984,131.25,6.24945878982544,11.53048324584961,21.36696052551269,26.75662612915039,8.49189567565918,6.013519287109375,10.450960159301758,1448.719970703125
147,2000-09-25,29.06331443786621,122.625,6.164911270141602,11.47481918334961,21.16011428833008,26.75227165222168,8.392701148986816,5.996091365814209,10.425960540771484,1439.030029296875
148,2000-09-26,29.16004180908203,111.84375,6.404462814331055,11.709236145019531,20.49821662902832,26.37289810180664,7.976038455963135,6.054191589355469,10.550971031188965,1427.2099609375
149,2000-09-27,29.06331443786621,64.5,6.467872142791748,12.072579383850098,20.767114639282227,26.53860092163086,7.976038455963135,6.141343593597412,10.757237434387209,1426.5699462890625
150,2000-09-28,30.030488967895508,71.25,6.392132759094238,11.76783847808838,21.387657165527344,26.05892372131348,8.432378768920898,6.141343593597412,10.901004791259766,1458.2900390625
151,2000-09-29,29.59526252746582,71.25,6.122636795043945,11.76783847808838,21.0360050201416,26.21592140197754,8.868876457214355,6.234304428100586,11.00726318359375,1436.510009765625
152,2000-10-02,30.562427520751957,65.25,5.981725215911865,11.896770477294922,21.53244972229004,26.006601333618164,8.90855884552002,6.11229133605957,11.176025390625,1436.22998046875
153,2000-10-03,30.417346954345703,59.25,5.87604284286499,11.931923866271973,21.05670166015625,25.814746856689453,9.245855331420898,6.356318473815918,11.026009559631348,1426.4599609375
154,2000-10-04,30.85258674621582,56.25,5.79149341583252,11.685792922973633,20.643007278442383,25.20425033569336,9.18632984161377,6.30983829498291,10.786291122436523,1434.3199462890625
155,2000-10-05,31.91645812988281,34.875,5.713991641998291,11.580309867858888,20.208641052246094,25.97172737121582,9.027606010437012,6.199442863464356,10.458673477172852,1436.280029296875
156,2000-10-06,31.48122787475586,33.375,5.523760795593262,11.369324684143066,20.415491104125977,25.76240539550781,8.888718605041504,6.32145881652832,10.887103080749512,1408.989990234375
157,2000-10-09,31.67466354370117,39.0,5.580125331878662,11.814720153808594,20.911914825439453,25.483339309692383,8.849035263061523,6.41441822052002,11.038310050964355,1402.030029296875
158,2000-10-10,32.01316833496094,40.6875,5.530806064605713,12.049144744873049,20.72574615478516,26.407773971557617,8.61094856262207,6.3969902992248535,11.088717460632324,1387.02001953125
159,2000-10-11,31.19108390808105,32.625,5.439212799072266,12.096025466918944,20.518898010253903,26.7915153503418,8.809356689453125,6.41441822052002,11.139119148254396,1364.5899658203125
160,2000-10-12,30.17556381225586,31.125,5.474441051483154,12.459375381469728,20.02247810363769,27.070600509643555,8.674549102783203,6.333077907562256,11.013111114501951,1329.780029296875
161,2000-10-13,30.755857467651367,37.875,5.495576858520508,12.002260208129885,19.85700035095215,26.739192962646484,8.83408260345459,6.245926856994629,11.088717460632324,1374.1700439453125
